"","Country","Region","Market","Product","Date","Open","High","Low","Close","Currency"
"","Philippines","Market Average","Market Average","carrots","2019-11-01","45.33","48.36","42.3","46.3","PHP"
"","Philippines","Market Average","Market Average","carrots","2019-12-01","49.46","52.47","46.46","49.73","PHP"
"","Philippines","Market Average","Market Average","carrots","2020-01-01","51.69","54.71","48.66","50.38","PHP"
"","Philippines","Market Average","Market Average","carrots","2020-02-01","52.18","55.16","49.2","50.19","PHP"
"","Philippines","Market Average","Market Average","carrots","2020-03-01","50.23","53.21","47.26","52.9","PHP"
"","Philippines","Market Average","Market Average","carrots","2020-04-01","54.71","57.96","51.47","53.48","PHP"
"","Philippines","Market Average","Market Average","carrots","2020-05-01","53.84","65.23","50.67","65.23","PHP"
"","Philippines","Market Average","Market Average","carrots","2020-06-01","69.59","76.54","62.64","65.85","PHP"
"","Philippines","Market Average","Market Average","carrots","2020-07-01","64.4","70.56","58.23","67.14","PHP"
"","Philippines","Market Average","Market Average","carrots","2020-08-01","67.1","72.67","61.54","65.35","PHP"
"","Philippines","Market Average","Market Average","carrots","2020-09-01","60.97","65.81","56.13","62.62","PHP"
"","Philippines","Market Average","Market Average","carrots","2020-10-01","63.03","67.28","58.78","60.31","PHP"
"","Philippines","Market Average","Market Average","carrots","2020-11-01","57.69","75.91","53.74","75.91","PHP"
"","Philippines","Market Average","Market Average","carrots","2020-12-01","83","99.38","72.25","99.38","PHP"
"","Philippines","Market Average","Market Average","carrots","2021-01-01","101.23","115.96","86.5","88.58","PHP"
"","Philippines","Market Average","Market Average","carrots","2021-02-01","85.68","97.48","73.87","93.75","PHP"
"","Philippines","Market Average","Market Average","carrots","2021-03-01","82.93","93.9","71.96","88.75","PHP"
"","Philippines","Market Average","Market Average","carrots","2021-04-01","84.35","93.38","75.32","77.5","PHP"
"","Philippines","Market Average","Market Average","carrots","2021-05-01","70.5","77.7","63.31","74.45","PHP"
"","Philippines","Market Average","Market Average","carrots","2021-06-01","73.92","80.11","67.5","67.5","PHP"
"","Philippines","Market Average","Market Average","carrots","2021-07-01","64.92","70.46","59.38","61.25","PHP"
"","Philippines","Market Average","Market Average","carrots","2021-08-01","63.37","77.5","58.71","77.5","PHP"
"","Philippines","Market Average","Market Average","carrots","2021-09-01","82.36","91.6","73.13","74.97","PHP"
"","Philippines","Market Average","Market Average","carrots","2021-10-01","78.98","87.06","70.91","81.25","PHP"
"","Philippines","Market Average","Market Average","carrots","2021-11-01","81.68","89.17","74.19","80.37","PHP"
"","Philippines","Market Average","Market Average","carrots","2021-12-01","80.13","86.58","73.68","82.73","PHP"
"","Philippines","Market Average","Market Average","carrots","2022-01-01","82.8","88.81","76.79","83.75","PHP"
"","Philippines","Market Average","Market Average","carrots","2022-02-01","83.97","89.52","78.42","82.5","PHP"
"","Philippines","Market Average","Market Average","carrots","2022-03-01","82.51","87.63","77.38","83.75","PHP"
"","Philippines","Market Average","Market Average","carrots","2022-04-01","84.25","89.22","79.29","85","PHP"
"","Philippines","Market Average","Market Average","carrots","2022-05-01","86.05","90.9","81.19","82.87","PHP"
"","Philippines","Market Average","Market Average","carrots","2022-06-01","83.39","88.19","78.6","81.25","PHP"
"","Philippines","Market Average","Market Average","carrots","2022-07-01","82.02","86.66","77.37","81.25","PHP"
"","Philippines","Market Average","Market Average","carrots","2022-08-01","82.88","87.41","78.35","82.5","PHP"
"","Philippines","Market Average","Market Average","carrots","2022-09-01","85.04","89.56","80.52","84.3","PHP"
"","Philippines","Market Average","Market Average","carrots","2022-10-01","86.89","91.47","82.31","86.24","PHP"
"","Philippines","Market Average","Market Average","carrots","2022-11-01","88.76","93.41","84.11","88.15","PHP"
"","Philippines","Market Average","Market Average","carrots","2022-12-01","90.3","95.03","85.57","90","PHP"
"","Philippines","Market Average","Market Average","carrots","2023-01-01","92.1","96.91","87.28","87.5","PHP"
"","Philippines","Market Average","Market Average","carrots","2023-02-01","88.43","93.46","79.87","79.87","PHP"
"","Philippines","Market Average","Market Average","carrots","2023-03-01","80.18","85.74","74.63","76.25","PHP"
"","Philippines","Market Average","Market Average","carrots","2023-04-01","77.93","83.06","72.5","72.5","PHP"
"","Philippines","Market Average","Market Average","carrots","2023-05-01","75.45","80.47","68.75","68.75","PHP"
"","Philippines","Market Average","Market Average","carrots","2023-06-01","72.38","77.52","67.24","68.75","PHP"
"","Philippines","Market Average","Market Average","carrots","2023-07-01","73.37","105.01","68.47","105.01","PHP"
"","Philippines","Market Average","Market Average","carrots","2023-08-01","122.54","142.56","102.52","118.5","PHP"
"","Philippines","Market Average","Market Average","carrots","2023-09-01","124.34","142.76","105.91","125.26","PHP"
"","Philippines","Market Average","Market Average","carrots","2023-10-01","123.99","139.96","108.01","124.29","PHP"
"","Philippines","Market Average","Market Average","carrots","2023-11-01","111.45","129.34","98.26","129.34","PHP"
"","Philippines","Market Average","Market Average","carrots","2023-12-01","127.09","141.16","113.02","123.41","PHP"
"","Philippines","Market Average","Market Average","carrots","2024-01-01","113.36","124.82","82.5","82.5","PHP"
"","Philippines","Market Average","Market Average","carrots","2024-02-01","77.45","88.4","66.49","85","PHP"
"","Philippines","Market Average","Market Average","carrots","2024-03-01","82.99","92.92","73.06","90.29","PHP"
"","Philippines","Market Average","Market Average","carrots","2024-04-01","98.04","107.48","88.59","100","PHP"
"","Philippines","Market Average","Market Average","carrots","2024-05-01","105.59","114.54","87.5","87.5","PHP"
"","Philippines","Market Average","Market Average","carrots","2024-06-01","88.67","98.23","79.11","97.5","PHP"
"","Philippines","Market Average","Market Average","carrots","2024-07-01","99.98","109.9","90.05","97.32","PHP"
"","Philippines","Market Average","Market Average","carrots","2024-08-01","100.22","108.76","91.69","100.57","PHP"
"","Philippines","Market Average","Market Average","carrots","2024-09-01","103.74","111.46","96.03","102.5","PHP"
"","Philippines","Market Average","Market Average","carrots","2024-10-01","103.76","110.85","96.68","97.5","PHP"
"","Philippines","Market Average","Market Average","carrots","2024-11-01","98.61","112.5","91.92","112.5","PHP"
"","Philippines","Market Average","Market Average","carrots","2024-12-01","117.15","126.98","107.32","117.5","PHP"
"","Philippines","Market Average","Market Average","carrots","2025-01-01","120.56","129.55","102.99","102.99","PHP"
"","Philippines","Market Average","Market Average","carrots","2025-02-01","100.62","110.24","91.01","96.25","PHP"
"","Philippines","Market Average","Market Average","carrots","2025-03-01","94.59","102.56","86.63","93.75","PHP"
"","Philippines","Market Average","Market Average","carrots","2025-04-01","95.86","102.73","88.99","91.25","PHP"
"","Philippines","Market Average","Market Average","carrots","2025-05-01","95.23","101.59","88.88","90","PHP"
"","Philippines","Market Average","Market Average","carrots","2025-06-01","94.25","100.41","88.09","94.96","PHP"
"","Philippines","Market Average","Market Average","carrots","2025-07-01","100.88","106.88","92.5","92.5","PHP"
"","Philippines","Market Average","Market Average","carrots","2025-08-01","96.4","110.56","89.89","110.56","PHP"
"","Philippines","Market Average","Market Average","carrots","2025-09-01","119.83","142.5","109.73","142.5","PHP"
"","Philippines","Market Average","Market Average","carrots","2025-10-01","153.2","169.95","136.46","148.5","PHP"
"","Philippines","Market Average","Market Average","carrots","2025-11-01","149.21","164","134.41","153.89","PHP"
"","Philippines","Market Average","Market Average","eggs","2007-01-01","4.19","4.26","4.15","4.21","PHP"
"","Philippines","Market Average","Market Average","eggs","2007-02-01","4.22","4.28","4.16","4.16","PHP"
"","Philippines","Market Average","Market Average","eggs","2007-03-01","4.17","4.23","4.12","4.18","PHP"
"","Philippines","Market Average","Market Average","eggs","2007-04-01","4.19","4.24","4.14","4.15","PHP"
"","Philippines","Market Average","Market Average","eggs","2007-05-01","4.17","4.21","4.12","4.17","PHP"
"","Philippines","Market Average","Market Average","eggs","2007-06-01","4.18","4.23","4.14","4.15","PHP"
"","Philippines","Market Average","Market Average","eggs","2007-07-01","4.17","4.21","4.13","4.13","PHP"
"","Philippines","Market Average","Market Average","eggs","2007-08-01","4.14","4.2","4.1","4.2","PHP"
"","Philippines","Market Average","Market Average","eggs","2007-09-01","4.21","4.26","4.17","4.21","PHP"
"","Philippines","Market Average","Market Average","eggs","2007-10-01","4.24","4.28","4.19","4.25","PHP"
"","Philippines","Market Average","Market Average","eggs","2007-11-01","4.26","4.3","4.22","4.27","PHP"
"","Philippines","Market Average","Market Average","eggs","2007-12-01","4.29","4.33","4.25","4.29","PHP"
"","Philippines","Market Average","Market Average","eggs","2008-01-01","4.31","4.35","4.27","4.33","PHP"
"","Philippines","Market Average","Market Average","eggs","2008-02-01","4.35","4.39","4.27","4.27","PHP"
"","Philippines","Market Average","Market Average","eggs","2008-03-01","4.29","4.33","4.24","4.31","PHP"
"","Philippines","Market Average","Market Average","eggs","2008-04-01","4.31","4.36","4.21","4.21","PHP"
"","Philippines","Market Average","Market Average","eggs","2008-05-01","4.22","4.27","4.16","4.21","PHP"
"","Philippines","Market Average","Market Average","eggs","2008-06-01","4.21","4.26","4.12","4.12","PHP"
"","Philippines","Market Average","Market Average","eggs","2008-07-01","4.13","4.18","4.07","4.1","PHP"
"","Philippines","Market Average","Market Average","eggs","2008-08-01","4.1","4.15","4.05","4.11","PHP"
"","Philippines","Market Average","Market Average","eggs","2008-09-01","4.13","4.32","4.08","4.32","PHP"
"","Philippines","Market Average","Market Average","eggs","2008-10-01","4.36","4.45","4.24","4.24","PHP"
"","Philippines","Market Average","Market Average","eggs","2008-11-01","4.27","4.36","4.19","4.31","PHP"
"","Philippines","Market Average","Market Average","eggs","2008-12-01","4.31","4.39","4.23","4.3","PHP"
"","Philippines","Market Average","Market Average","eggs","2009-01-01","4.32","4.67","4.26","4.67","PHP"
"","Philippines","Market Average","Market Average","eggs","2009-02-01","4.7","4.83","4.58","4.64","PHP"
"","Philippines","Market Average","Market Average","eggs","2009-03-01","4.7","4.8","4.59","4.67","PHP"
"","Philippines","Market Average","Market Average","eggs","2009-04-01","4.67","4.76","4.58","4.7","PHP"
"","Philippines","Market Average","Market Average","eggs","2009-05-01","4.72","4.8","4.63","4.67","PHP"
"","Philippines","Market Average","Market Average","eggs","2009-06-01","4.69","4.76","4.61","4.67","PHP"
"","Philippines","Market Average","Market Average","eggs","2009-07-01","4.68","4.77","4.61","4.77","PHP"
"","Philippines","Market Average","Market Average","eggs","2009-08-01","4.8","4.87","4.73","4.76","PHP"
"","Philippines","Market Average","Market Average","eggs","2009-09-01","4.79","4.85","4.73","4.79","PHP"
"","Philippines","Market Average","Market Average","eggs","2009-10-01","4.8","4.86","4.75","4.86","PHP"
"","Philippines","Market Average","Market Average","eggs","2009-11-01","4.88","4.94","4.79","4.79","PHP"
"","Philippines","Market Average","Market Average","eggs","2009-12-01","4.81","4.87","4.75","4.81","PHP"
"","Philippines","Market Average","Market Average","eggs","2010-01-01","4.82","4.87","4.76","4.77","PHP"
"","Philippines","Market Average","Market Average","eggs","2010-02-01","4.79","4.84","4.73","4.82","PHP"
"","Philippines","Market Average","Market Average","eggs","2010-03-01","4.83","4.89","4.78","4.86","PHP"
"","Philippines","Market Average","Market Average","eggs","2010-04-01","4.88","4.93","4.73","4.73","PHP"
"","Philippines","Market Average","Market Average","eggs","2010-05-01","4.74","4.81","4.67","4.76","PHP"
"","Philippines","Market Average","Market Average","eggs","2010-06-01","4.76","4.82","4.7","4.74","PHP"
"","Philippines","Market Average","Market Average","eggs","2010-07-01","4.76","4.82","4.58","4.58","PHP"
"","Philippines","Market Average","Market Average","eggs","2010-08-01","4.59","4.67","4.51","4.58","PHP"
"","Philippines","Market Average","Market Average","eggs","2010-09-01","4.57","4.64","4.5","4.6","PHP"
"","Philippines","Market Average","Market Average","eggs","2010-10-01","4.62","4.68","4.55","4.61","PHP"
"","Philippines","Market Average","Market Average","eggs","2010-11-01","4.63","4.73","4.58","4.73","PHP"
"","Philippines","Market Average","Market Average","eggs","2010-12-01","4.75","4.82","4.69","4.75","PHP"
"","Philippines","Market Average","Market Average","eggs","2011-01-01","4.78","4.84","4.69","4.69","PHP"
"","Philippines","Market Average","Market Average","eggs","2011-02-01","4.7","4.76","4.64","4.68","PHP"
"","Philippines","Market Average","Market Average","eggs","2011-03-01","4.68","4.74","4.62","4.66","PHP"
"","Philippines","Market Average","Market Average","eggs","2011-04-01","4.68","4.73","4.62","4.65","PHP"
"","Philippines","Market Average","Market Average","eggs","2011-05-01","4.66","4.71","4.62","4.65","PHP"
"","Philippines","Market Average","Market Average","eggs","2011-06-01","4.66","4.71","4.61","4.63","PHP"
"","Philippines","Market Average","Market Average","eggs","2011-07-01","4.64","4.7","4.6","4.7","PHP"
"","Philippines","Market Average","Market Average","eggs","2011-08-01","4.72","4.77","4.67","4.69","PHP"
"","Philippines","Market Average","Market Average","eggs","2011-09-01","4.71","4.76","4.67","4.7","PHP"
"","Philippines","Market Average","Market Average","eggs","2011-10-01","4.71","4.77","4.67","4.77","PHP"
"","Philippines","Market Average","Market Average","eggs","2011-11-01","4.79","4.83","4.74","4.77","PHP"
"","Philippines","Market Average","Market Average","eggs","2011-12-01","4.79","4.84","4.72","4.72","PHP"
"","Philippines","Market Average","Market Average","eggs","2012-01-01","4.73","4.78","4.68","4.74","PHP"
"","Philippines","Market Average","Market Average","eggs","2012-02-01","4.75","4.79","4.69","4.69","PHP"
"","Philippines","Market Average","Market Average","eggs","2012-03-01","4.71","4.76","4.65","4.65","PHP"
"","Philippines","Market Average","Market Average","eggs","2012-04-01","4.66","4.74","4.61","4.74","PHP"
"","Philippines","Market Average","Market Average","eggs","2012-05-01","4.75","4.81","4.7","4.74","PHP"
"","Philippines","Market Average","Market Average","eggs","2012-06-01","4.77","4.82","4.72","4.72","PHP"
"","Philippines","Market Average","Market Average","eggs","2012-07-01","4.74","4.79","4.69","4.75","PHP"
"","Philippines","Market Average","Market Average","eggs","2012-08-01","4.77","4.81","4.69","4.69","PHP"
"","Philippines","Market Average","Market Average","eggs","2012-09-01","4.71","4.76","4.66","4.72","PHP"
"","Philippines","Market Average","Market Average","eggs","2012-10-01","4.72","4.77","4.6","4.6","PHP"
"","Philippines","Market Average","Market Average","eggs","2012-11-01","4.61","4.67","4.55","4.67","PHP"
"","Philippines","Market Average","Market Average","eggs","2012-12-01","4.68","4.74","4.62","4.7","PHP"
"","Philippines","Market Average","Market Average","eggs","2013-01-01","4.73","4.79","4.67","4.78","PHP"
"","Philippines","Market Average","Market Average","eggs","2013-02-01","4.8","4.86","4.73","4.73","PHP"
"","Philippines","Market Average","Market Average","eggs","2013-03-01","4.75","4.81","4.61","4.61","PHP"
"","Philippines","Market Average","Market Average","eggs","2013-04-01","4.6","4.68","4.53","4.53","PHP"
"","Philippines","Market Average","Market Average","eggs","2013-05-01","4.52","4.78","4.45","4.78","PHP"
"","Philippines","Market Average","Market Average","eggs","2013-06-01","4.81","4.93","4.69","4.69","PHP"
"","Philippines","Market Average","Market Average","eggs","2013-07-01","4.73","4.84","4.62","4.74","PHP"
"","Philippines","Market Average","Market Average","eggs","2013-08-01","4.74","4.83","4.65","4.69","PHP"
"","Philippines","Market Average","Market Average","eggs","2013-09-01","4.7","4.78","4.62","4.78","PHP"
"","Philippines","Market Average","Market Average","eggs","2013-10-01","4.79","4.95","4.72","4.95","PHP"
"","Philippines","Market Average","Market Average","eggs","2013-11-01","4.99","5.24","4.9","5.24","PHP"
"","Philippines","Market Average","Market Average","eggs","2013-12-01","5.3","5.58","5.17","5.58","PHP"
"","Philippines","Market Average","Market Average","eggs","2014-01-01","5.65","5.81","5.49","5.75","PHP"
"","Philippines","Market Average","Market Average","eggs","2014-02-01","5.82","5.96","5.64","5.64","PHP"
"","Philippines","Market Average","Market Average","eggs","2014-03-01","5.66","5.79","5.47","5.47","PHP"
"","Philippines","Market Average","Market Average","eggs","2014-04-01","5.45","5.58","5.32","5.46","PHP"
"","Philippines","Market Average","Market Average","eggs","2014-05-01","5.46","5.57","5.3","5.3","PHP"
"","Philippines","Market Average","Market Average","eggs","2014-06-01","5.31","5.42","5.2","5.24","PHP"
"","Philippines","Market Average","Market Average","eggs","2014-07-01","5.23","5.42","5.13","5.42","PHP"
"","Philippines","Market Average","Market Average","eggs","2014-08-01","5.45","5.67","5.33","5.67","PHP"
"","Philippines","Market Average","Market Average","eggs","2014-09-01","5.74","5.87","5.2","5.2","PHP"
"","Philippines","Market Average","Market Average","eggs","2014-10-01","5.22","5.4","4.86","4.86","PHP"
"","Philippines","Market Average","Market Average","eggs","2014-11-01","4.8","4.99","4.61","4.82","PHP"
"","Philippines","Market Average","Market Average","eggs","2014-12-01","4.8","4.96","4.65","4.92","PHP"
"","Philippines","Market Average","Market Average","eggs","2015-01-01","4.95","5.2","4.81","5.2","PHP"
"","Philippines","Market Average","Market Average","eggs","2015-02-01","5.26","5.42","5.1","5.17","PHP"
"","Philippines","Market Average","Market Average","eggs","2015-03-01","5.22","5.35","5.08","5.18","PHP"
"","Philippines","Market Average","Market Average","eggs","2015-04-01","5.18","5.3","5.06","5.22","PHP"
"","Philippines","Market Average","Market Average","eggs","2015-05-01","5.24","5.34","5.14","5.32","PHP"
"","Philippines","Market Average","Market Average","eggs","2015-06-01","5.35","5.44","5.26","5.35","PHP"
"","Philippines","Market Average","Market Average","eggs","2015-07-01","5.38","5.46","5.3","5.43","PHP"
"","Philippines","Market Average","Market Average","eggs","2015-08-01","5.45","5.72","5.38","5.72","PHP"
"","Philippines","Market Average","Market Average","eggs","2015-09-01","5.77","5.89","5.46","5.46","PHP"
"","Philippines","Market Average","Market Average","eggs","2015-10-01","5.5","5.65","5.35","5.49","PHP"
"","Philippines","Market Average","Market Average","eggs","2015-11-01","5.46","5.59","5.34","5.52","PHP"
"","Philippines","Market Average","Market Average","eggs","2015-12-01","5.55","5.66","5.44","5.62","PHP"
"","Philippines","Market Average","Market Average","eggs","2016-01-01","5.65","5.75","5.55","5.67","PHP"
"","Philippines","Market Average","Market Average","eggs","2016-02-01","5.7","5.79","5.49","5.49","PHP"
"","Philippines","Market Average","Market Average","eggs","2016-03-01","5.49","5.6","5.39","5.43","PHP"
"","Philippines","Market Average","Market Average","eggs","2016-04-01","5.42","5.51","5.32","5.39","PHP"
"","Philippines","Market Average","Market Average","eggs","2016-05-01","5.4","5.48","5.32","5.42","PHP"
"","Philippines","Market Average","Market Average","eggs","2016-06-01","5.44","5.58","5.37","5.58","PHP"
"","Philippines","Market Average","Market Average","eggs","2016-07-01","5.61","5.7","5.53","5.56","PHP"
"","Philippines","Market Average","Market Average","eggs","2016-08-01","5.6","5.68","5.52","5.65","PHP"
"","Philippines","Market Average","Market Average","eggs","2016-09-01","5.66","5.73","5.44","5.44","PHP"
"","Philippines","Market Average","Market Average","eggs","2016-10-01","5.46","5.85","5.36","5.85","PHP"
"","Philippines","Market Average","Market Average","eggs","2016-11-01","5.87","6.04","5.7","5.9","PHP"
"","Philippines","Market Average","Market Average","eggs","2016-12-01","5.98","6.41","5.83","6.41","PHP"
"","Philippines","Market Average","Market Average","eggs","2017-01-01","6.46","6.69","6.27","6.69","PHP"
"","Philippines","Market Average","Market Average","eggs","2017-02-01","6.79","6.98","6.6","6.83","PHP"
"","Philippines","Market Average","Market Average","eggs","2017-03-01","6.89","7.06","6.73","6.77","PHP"
"","Philippines","Market Average","Market Average","eggs","2017-04-01","6.79","6.94","6.65","6.73","PHP"
"","Philippines","Market Average","Market Average","eggs","2017-05-01","6.73","6.86","6.48","6.48","PHP"
"","Philippines","Market Average","Market Average","eggs","2017-06-01","6.48","6.62","5.91","5.91","PHP"
"","Philippines","Market Average","Market Average","eggs","2017-07-01","5.88","6.05","5.7","5.97","PHP"
"","Philippines","Market Average","Market Average","eggs","2017-08-01","5.94","6.1","5.79","5.94","PHP"
"","Philippines","Market Average","Market Average","eggs","2017-09-01","5.97","6.1","5.84","5.84","PHP"
"","Philippines","Market Average","Market Average","eggs","2017-10-01","5.85","5.97","5.73","5.92","PHP"
"","Philippines","Market Average","Market Average","eggs","2017-11-01","5.93","6.04","5.82","5.92","PHP"
"","Philippines","Market Average","Market Average","eggs","2017-12-01","5.96","6.05","5.86","5.95","PHP"
"","Philippines","Market Average","Market Average","eggs","2018-01-01","5.97","6.05","5.88","5.88","PHP"
"","Philippines","Market Average","Market Average","eggs","2018-02-01","5.9","5.98","5.82","5.95","PHP"
"","Philippines","Market Average","Market Average","eggs","2018-03-01","5.97","6.04","5.89","5.9","PHP"
"","Philippines","Market Average","Market Average","eggs","2018-04-01","5.92","6","5.84","5.84","PHP"
"","Philippines","Market Average","Market Average","eggs","2018-05-01","5.85","5.92","5.77","5.87","PHP"
"","Philippines","Market Average","Market Average","eggs","2018-06-01","5.89","5.95","5.82","5.85","PHP"
"","Philippines","Market Average","Market Average","eggs","2018-07-01","5.88","5.94","5.73","5.73","PHP"
"","Philippines","Market Average","Market Average","eggs","2018-08-01","5.74","5.89","5.66","5.89","PHP"
"","Philippines","Market Average","Market Average","eggs","2018-09-01","5.91","6","5.82","5.94","PHP"
"","Philippines","Market Average","Market Average","eggs","2018-10-01","5.98","6.07","5.78","5.78","PHP"
"","Philippines","Market Average","Market Average","eggs","2018-11-01","5.78","5.9","5.68","5.9","PHP"
"","Philippines","Market Average","Market Average","eggs","2018-12-01","5.9","6","5.8","5.91","PHP"
"","Philippines","Market Average","Market Average","eggs","2019-01-01","5.95","6.04","5.77","5.77","PHP"
"","Philippines","Market Average","Market Average","eggs","2019-02-01","5.78","6.05","5.68","6.05","PHP"
"","Philippines","Market Average","Market Average","eggs","2019-03-01","6.07","6.21","5.89","5.89","PHP"
"","Philippines","Market Average","Market Average","eggs","2019-04-01","5.93","6.07","5.8","5.9","PHP"
"","Philippines","Market Average","Market Average","eggs","2019-05-01","5.89","6","5.77","5.83","PHP"
"","Philippines","Market Average","Market Average","eggs","2019-06-01","5.85","5.95","5.75","5.88","PHP"
"","Philippines","Market Average","Market Average","eggs","2019-07-01","5.9","5.99","5.73","5.73","PHP"
"","Philippines","Market Average","Market Average","eggs","2019-08-01","5.74","5.84","5.62","5.62","PHP"
"","Philippines","Market Average","Market Average","eggs","2019-09-01","5.61","5.7","5.51","5.54","PHP"
"","Philippines","Market Average","Market Average","eggs","2019-10-01","5.55","5.63","5.46","5.48","PHP"
"","Philippines","Market Average","Market Average","eggs","2019-11-01","5.49","5.56","5.39","5.39","PHP"
"","Philippines","Market Average","Market Average","eggs","2019-12-01","5.39","5.47","5.31","5.35","PHP"
"","Philippines","Market Average","Market Average","eggs","2020-01-01","5.35","5.42","5.28","5.33","PHP"
"","Philippines","Market Average","Market Average","eggs","2020-02-01","5.34","5.41","5.28","5.32","PHP"
"","Philippines","Market Average","Market Average","eggs","2020-03-01","5.33","5.44","5.27","5.44","PHP"
"","Philippines","Market Average","Market Average","eggs","2020-04-01","5.47","5.56","5.4","5.56","PHP"
"","Philippines","Market Average","Market Average","eggs","2020-05-01","5.6","5.9","5.53","5.9","PHP"
"","Philippines","Market Average","Market Average","eggs","2020-06-01","5.96","6.24","5.82","6.24","PHP"
"","Philippines","Market Average","Market Average","eggs","2020-07-01","6.33","6.5","6.16","6.4","PHP"
"","Philippines","Market Average","Market Average","eggs","2020-08-01","6.47","6.61","6.32","6.42","PHP"
"","Philippines","Market Average","Market Average","eggs","2020-09-01","6.45","6.57","6.32","6.43","PHP"
"","Philippines","Market Average","Market Average","eggs","2020-10-01","6.45","6.56","6.34","6.36","PHP"
"","Philippines","Market Average","Market Average","eggs","2020-11-01","6.38","6.48","6.28","6.3","PHP"
"","Philippines","Market Average","Market Average","eggs","2020-12-01","6.31","6.4","6.22","6.27","PHP"
"","Philippines","Market Average","Market Average","eggs","2021-01-01","6.28","6.44","6.2","6.44","PHP"
"","Philippines","Market Average","Market Average","eggs","2021-02-01","6.47","6.63","6.37","6.63","PHP"
"","Philippines","Market Average","Market Average","eggs","2021-03-01","6.69","6.8","6.58","6.58","PHP"
"","Philippines","Market Average","Market Average","eggs","2021-04-01","6.62","6.72","6.52","6.63","PHP"
"","Philippines","Market Average","Market Average","eggs","2021-05-01","6.64","6.73","6.55","6.68","PHP"
"","Philippines","Market Average","Market Average","eggs","2021-06-01","6.71","6.79","6.63","6.72","PHP"
"","Philippines","Market Average","Market Average","eggs","2021-07-01","6.75","6.83","6.68","6.75","PHP"
"","Philippines","Market Average","Market Average","eggs","2021-08-01","6.78","6.85","6.71","6.75","PHP"
"","Philippines","Market Average","Market Average","eggs","2021-09-01","6.77","6.84","6.71","6.75","PHP"
"","Philippines","Market Average","Market Average","eggs","2021-10-01","6.77","6.83","6.71","6.75","PHP"
"","Philippines","Market Average","Market Average","eggs","2021-11-01","6.77","6.83","6.71","6.75","PHP"
"","Philippines","Market Average","Market Average","eggs","2021-12-01","6.77","6.83","6.71","6.75","PHP"
"","Philippines","Market Average","Market Average","eggs","2022-01-01","6.77","6.83","6.71","6.75","PHP"
"","Philippines","Market Average","Market Average","eggs","2022-02-01","6.77","6.83","6.63","6.63","PHP"
"","Philippines","Market Average","Market Average","eggs","2022-03-01","6.64","6.72","6.56","6.63","PHP"
"","Philippines","Market Average","Market Average","eggs","2022-04-01","6.64","6.71","6.56","6.69","PHP"
"","Philippines","Market Average","Market Average","eggs","2022-05-01","6.72","6.79","6.63","6.63","PHP"
"","Philippines","Market Average","Market Average","eggs","2022-06-01","6.65","6.87","6.58","6.87","PHP"
"","Philippines","Market Average","Market Average","eggs","2022-07-01","6.9","7.01","6.79","6.94","PHP"
"","Philippines","Market Average","Market Average","eggs","2022-08-01","7","7.25","6.9","7.25","PHP"
"","Philippines","Market Average","Market Average","eggs","2022-09-01","7.3","7.43","7.17","7.32","PHP"
"","Philippines","Market Average","Market Average","eggs","2022-10-01","7.38","7.56","7.27","7.56","PHP"
"","Philippines","Market Average","Market Average","eggs","2022-11-01","7.6","7.73","7.48","7.56","PHP"
"","Philippines","Market Average","Market Average","eggs","2022-12-01","7.61","7.79","7.5","7.79","PHP"
"","Philippines","Market Average","Market Average","eggs","2023-01-01","7.83","8.04","7.7","8.04","PHP"
"","Philippines","Market Average","Market Average","eggs","2023-02-01","8.12","8.3","7.98","8.3","PHP"
"","Philippines","Market Average","Market Average","eggs","2023-03-01","8.37","8.56","8.23","8.56","PHP"
"","Philippines","Market Average","Market Average","eggs","2023-04-01","8.63","8.78","8.19","8.19","PHP"
"","Philippines","Market Average","Market Average","eggs","2023-05-01","8.21","8.41","8.01","8.31","PHP"
"","Philippines","Market Average","Market Average","eggs","2023-06-01","8.29","8.46","8.11","8.31","PHP"
"","Philippines","Market Average","Market Average","eggs","2023-07-01","8.36","8.51","8.06","8.06","PHP"
"","Philippines","Market Average","Market Average","eggs","2023-08-01","8.07","8.23","7.9","8.06","PHP"
"","Philippines","Market Average","Market Average","eggs","2023-09-01","8.05","8.19","7.91","8.17","PHP"
"","Philippines","Market Average","Market Average","eggs","2023-10-01","8.21","8.34","8.07","8.23","PHP"
"","Philippines","Market Average","Market Average","eggs","2023-11-01","8.28","8.39","8.16","8.31","PHP"
"","Philippines","Market Average","Market Average","eggs","2023-12-01","8.35","8.45","8.24","8.31","PHP"
"","Philippines","Market Average","Market Average","eggs","2024-01-01","8.34","8.79","8.25","8.79","PHP"
"","Philippines","Market Average","Market Average","eggs","2024-02-01","8.85","9.05","8.65","8.76","PHP"
"","Philippines","Market Average","Market Average","eggs","2024-03-01","8.85","9.02","8.68","8.75","PHP"
"","Philippines","Market Average","Market Average","eggs","2024-04-01","8.76","8.91","8.45","8.45","PHP"
"","Philippines","Market Average","Market Average","eggs","2024-05-01","8.45","8.62","8.28","8.31","PHP"
"","Philippines","Market Average","Market Average","eggs","2024-06-01","8.29","8.44","8.14","8.31","PHP"
"","Philippines","Market Average","Market Average","eggs","2024-07-01","8.33","8.46","8.19","8.19","PHP"
"","Philippines","Market Average","Market Average","eggs","2024-08-01","8.21","8.44","8.09","8.44","PHP"
